uid,psychopathy,machiavellianism,narcissism,openness,conscientiousness,extraversion,agreeableness,neuroticism,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
1786,1.777777778,2.2,4.222222222,7,7,7,7,2,17.03,0,0,0,0,0,10,53,18,2.997340426,376,1127,149,0,3.0523091,3.21005085,3.068927612,1172,3,0,3,26.26,18.22,72,43.3,13.06,9.54,5.67,0.48,2.31,0.82,0.25,3.52,4.9,13.51,8.75,1.61,9.8,1.04,4.43,8.96,3.68,1.74,1.98,1.78,0.34,7.89,0.13,0.26,0.89,9.03,6.78,2.19,0.36,0.66,0.54,12.01,1.56,1.05,1.56,1.82,1.61,0.43,2.87,2.11,2.99,1.35,0.6,0.74,2.92,1.15,0.47,0.85,0.57,10.61,1.52,4.32,4.91,0.97,1.41,1.69,0.31,0.41,0.53,0.11,0.99,0.22,0.27,10.5,0.99,1.83,0.65,1.43,7.94,0.57,0.86,3.38,0.25,11.11,40.18
1787,1.555555556,2.1,2.888888889,6,5.5,3.5,4.5,4.5,55.92,2,11,24,38,54,59,57,145,56.38596491,57,3214,157,0,3.045322979,2.618048097,4.730047066,53709,25,0,60,11.77,21.4,58.74,34.81,10.73,6.95,2.87,0.54,2.03,1.16,0.35,3.78,3.51,11.7,7.18,2.27,7.81,0.84,3.37,7.41,2.9,1.78,1.57,3.63,0.28,7.25,0.2,0.15,0.61,6.11,4.4,1.66,0.19,0.61,0.38,9.6,1.47,0.97,1.4,1.87,0.84,0.46,1.71,1.84,2.22,1.18,0.44,0.41,2.06,0.81,0.48,0.64,0.28,9.26,0.92,3.48,5,0.88,1.06,1,0.21,0.4,0.25,0.14,1.74,0.21,0.24,9.44,2.56,4.98,0.29,1.39,2.21,1.19,0.99,5.12,0.17,20.17,48.87
1788,1,1.6,2.777777778,5,4.5,4.5,7,3,13.07,,,,,,,,,,,,78,0,0.698970004,1.763427994,2.459392488,288,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,1.444444444,2.1,1.666666667,5.5,5.5,2.5,3.5,1.5,49.29,0,0,12,41,67,78,76,77,42.25,76,3211,160,0,2.354108439,2.742725131,3.96538987,9234,108,0,8,22.51,22.59,67.05,40.89,10.76,5.8,2.85,0.67,1.38,0.41,0.49,4.97,4.59,11.36,7.26,1.76,7.67,0.87,4.05,10.09,3.87,1.61,2.51,1.69,0.25,6.85,0.17,0.07,0.8,5.93,3.74,2.16,0.28,0.9,0.31,13.48,2.54,1.6,1.46,2.59,1.39,0.55,2.15,2.52,1.82,0.79,0.6,0.38,1.65,0.4,0.84,0.23,0.26,9.71,1.18,4.76,3.8,2.38,1.56,1.03,0.18,0.9,0.39,0.27,0.76,0.19,0.27,9.65,3.37,5.4,0.08,1,0.81,2.27,2.18,3.32,0.74,13.19,42.62
1790,2,2,3.777777778,7,1.5,3.5,5,4,36.38,0,0,0,0,3,14,55,24,3.174757282,412,1308,23,1,1.959041392,2.6599162,3.112939976,1297,129,0,6,13.43,22.24,61.62,36.93,8.49,5.37,2.64,0.47,1.04,0.92,0.3,3.12,5.84,9.91,6.51,1.78,6.51,0.83,2.99,9.75,2.75,1.36,1.9,2.06,0.1,6.41,0.33,0.17,0.84,5.3,3.38,1.9,0.29,0.7,0.44,10.26,1.47,1.1,1.16,1.86,1.11,0.53,2.05,1.89,2,0.98,0.48,0.46,1.58,0.64,0.41,0.2,0.39,10.77,1.48,4.99,4.36,1.6,1.6,2.08,0.28,0.84,0.4,0.24,0.36,0.08,0.29,11.2,3.33,4.83,0.07,0.99,0.99,1.84,2.21,3.43,0.52,12.82,42.72
1791,1.222222222,2.9,2.111111111,4,4,2.5,6,6.5,10.87,0,0,0,0,0,2,0,5,1.555555556,54,84,4,0,1.146128036,1.826074803,1.924279286,84,178,0,0,31.52,14.48,74.21,43.31,10.9,6.62,3.66,0.62,0.76,0.83,0.76,4.28,3.59,15.17,8.21,2.97,10.83,0.69,5.45,10.62,5.59,2.28,2.21,1.24,0.14,9.17,0.28,0.41,1.66,8,6,1.86,0.34,0.21,0.62,14.55,1.72,1.31,2.21,2.55,1.17,0.14,3.66,2.9,3.52,2.14,0.83,0.48,2.48,0.62,0.97,0.69,0.41,10.76,2.55,4.07,4.07,0.9,1.1,1.72,0.34,0.34,0.07,0,1.79,0.21,0.14,5.1,1.66,1.1,0,3.52,11.66,0.34,0.83,5.1,0.62,9.1,39.45
1792,2.222222222,3.5,2,5.5,3.5,1.5,3.5,2.5,44.22,0,0,0,5,62,134,164,55,17.94413408,179,3212,139,0,1.954242509,1.832508913,3.842858762,6964,1,0,0,12.91,19.04,75.25,47.66,11.79,6.6,3.7,0.22,1.4,0.65,0.63,5.19,6.01,13.51,8.87,2.89,8.66,0.79,5.14,11.16,4.91,2.06,2.62,1.91,0.33,6.46,0.1,0.11,0.81,6.23,3.82,2.39,0.32,0.97,0.46,14.34,2.06,1.46,1.45,2.84,1.49,0.51,2.78,2.95,2.4,1.14,0.62,0.51,1.48,0.62,0.33,0.29,0.29,11.47,1.41,5.24,5.04,1.4,1.4,2.02,0.35,0.93,0.26,0.27,0.66,0.32,0.36,8.58,2.71,1.59,0.09,1.16,0.57,0.74,0.45,4.59,0.44,6.52,27.91
1793,2.111111111,3.6,3.444444444,7,5.5,2,2.5,6.5,43.23,0,0,0,0,0,2,8,10,2.079881657,338,703,11,1,1.591064607,1.968482949,2.845718018,701,20,0,0,13.69,19.28,61.58,38.25,10.47,6.66,5.08,0.18,0.94,0.21,0.27,3.8,4.62,10.32,6.31,2.09,6.73,0.69,3.65,9.66,2.83,1.36,2.1,1.86,0.36,3.87,0.08,0.1,0.41,4.63,2.95,1.66,0.31,0.56,0.36,10.85,1.69,1.18,1.16,2.16,1.19,0.36,1.84,2.23,1.81,0.81,0.34,0.54,1.62,0.63,0.24,0.29,0.6,10.63,0.97,4.7,5.02,1.6,1.58,2.15,0.42,0.57,0.27,0.12,0.56,0.14,0.3,13.15,2.22,6.54,0.24,1,1.34,1.33,1.17,2.41,0.31,18.75,48.93
1794,2,2.9,2.666666667,6,6.5,1,3,6,10,0,0,0,0,0,2,0,2,1.217391304,23,28,4,0,1.146128036,2.033423755,1.447158031,28,4,0,0,27.24,19.01,65.01,39.52,7.78,4.97,2.59,0.22,1.73,0.22,0.22,2.81,5.83,10.15,6.05,1.3,7.13,0.22,3.02,11.45,4.1,1.94,2.59,2.81,0,6.26,0.22,0.22,0.86,5.18,4.1,1.08,0,0.43,0.22,10.8,1.08,1.94,1.3,1.94,0.22,0,1.73,2.81,2.59,1.3,0.22,0.43,2.16,0.65,0.86,0,0.65,12.53,1.94,5.83,4.54,0.86,1.73,2.38,0.43,0.43,0,0.22,0.22,0.22,0.22,8.21,1.73,4.1,1.73,0.86,3.89,0.86,0.86,1.94,0,16.63,40.82
1795,1.666666667,1.9,3,6.5,3.5,5,4.5,6,10.19,,,,,,,,,,,,105,0,1.322219295,2.309630167,1.041392685,11,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,1.333333333,1.8,2.888888889,6.5,3.5,4,6,4,,,,,,,,,,,,,136,1,1,1.113943352,2.075546961,119,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,2.222222222,2.7,2.444444444,4.5,3,2.5,5.5,3.5,25.01,0,0,0,0,0,2,0,5,1.275,40,51,0,0,0.77815125,1.633468456,1.698970004,50,4,0,0,16.37,23.94,66.7,39.11,8.77,6.01,1.97,0.79,1.87,0.59,0.79,2.76,5.32,10.54,6.11,2.07,7.49,0.3,4.04,9.56,4.24,0.99,2.56,2.46,0.3,8.08,0,0,0.49,7.88,4.04,3.74,0.39,2.36,0.3,11.53,1.87,1.28,0.89,1.77,1.18,0.3,2.86,1.87,2.07,0.89,0.49,0.59,1.97,0.59,0.49,0.59,0.39,11.33,0.99,5.02,5.32,2.46,1.67,1.48,0.2,0.59,0.59,0.1,0.39,0.3,0,11.13,3.45,5.81,0.39,1.18,1.67,1.28,1.28,3.35,0.1,10.64,40.59
1798,2.333333333,3.8,2.777777778,5,5,2,3,5,,,,,,,,,,,,,0,1,1.079181246,2.075546961,0.84509804,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,1.666666667,2.5,2.444444444,6,6,4,6,2.5,10,0,0,0,0,0,2,0,2,1.142857143,14,16,0,0,0,1.681241237,1.204119983,16,1,0,0,13.82,16.12,78.95,47.37,11.51,7.57,2.3,0.66,3.62,0.99,0,3.95,9.21,14.47,8.22,2.96,8.88,1.32,2.3,12.17,2.96,0.99,2.63,0.66,0,8.88,0,0,0.66,9.87,9.54,0.33,0,0,0.33,10.2,2.3,0.99,0.99,0,1.64,0,2.3,0.99,1.97,0.66,1.32,0,0.99,0,0.66,0.33,0,15.13,3.29,4.93,7.24,0.33,1.64,2.96,0,0.33,0.66,0,0.99,0,0,8.88,1.64,0.99,0,1.32,5.92,0.99,2.63,2.96,0,6.58,32.57
1800,1.444444444,2.5,3.555555556,6.5,7,4,5.5,4,31.55,0,0,0,1,34,130,197,46,12.076,250,3019,20,0,2.356025857,2.553883027,3.856487213,7186,194,0,4,15.22,17.82,75.45,46.18,14.84,10.54,6.96,0.49,1.75,0.87,0.48,4.3,5.28,13.82,8.74,2.25,9.44,1.01,4.21,10.13,3.78,1.51,2,1.88,0.58,7.79,0.53,0.15,0.85,6.01,3.4,2.58,0.42,1.13,0.45,11.98,1.61,1.2,1.72,2.03,1.39,0.51,2.36,2.27,2.38,0.87,0.66,0.56,3.94,1.12,1.11,1,0.99,12.18,1.73,4.95,5.57,1.78,1.22,1.94,0.65,0.49,0.54,0.3,0.49,0.1,0.36,14.77,2.73,3.79,0.11,0.56,2.64,0.53,0.7,4.04,0.38,9.47,40.01
1801,1.333333333,2.4,2,5,5.5,5.5,6.5,4.5,11.74,0,0,0,0,0,2,0,4,1.442176871,147,212,0,0,0.954242509,1.698970004,2.330413773,214,6,0,0,8.61,17.35,84.09,53.28,15.33,9.81,6.32,0.67,2.21,0.43,0.18,5.52,5.61,16.52,10.82,2.58,11.43,1.2,6.47,10.94,4.08,2.51,2.33,1.41,0.34,7.23,0.52,0.25,0.64,6.53,3.92,2.36,0.12,1.04,0.49,14.5,2.45,1.35,1.93,2.64,1.62,0.64,2.48,2.85,2.3,0.95,0.55,0.58,1.78,0.61,0.52,0.18,0.49,15.24,1.96,5.86,7.54,2.18,1.66,0.95,0.52,0.37,0.15,0.37,0.64,0.46,0.37,10.94,2.05,1.29,0,2.05,2.15,0.34,0.83,4.84,0.21,3,27.84
1802,2.222222222,2.6,3.333333333,5.5,3,6,5,5,58.35,17,19,19,19,19,21,19,239,169.2631579,19,3216,155,0,3.132579848,2.760422483,4.736667354,54534,39,0,57,14.57,23.01,67.03,39.64,10.48,6.95,3.35,0.43,1.74,0.88,0.55,3.53,5.04,12.11,7.6,2.31,7.78,0.98,4.14,9.32,3.33,1.58,1.94,1.66,0.22,7.47,0.28,0.1,0.84,7.35,5.48,1.83,0.31,0.56,0.4,11.54,1.86,1.15,1.4,1.96,1.39,0.49,2.13,1.99,2.05,0.79,0.55,0.53,2.4,0.73,0.97,0.48,0.32,9.89,1.37,4.35,4.19,1.8,1.45,1.28,0.36,0.73,0.29,0.16,1.9,0.34,0.2,8.96,3.1,3.14,0.47,1.43,2.27,1.62,0.96,3.28,0.73,16.75,43.86
1803,1.333333333,2,1.555555556,5.5,6,3.5,4.5,1,37.54,0,0,0,0,0,3,2,12,1.608108108,74,119,68,0,2.217483944,1.643452676,2.227886705,169,31,0,11,21.41,21.06,61.81,38.32,8.61,4.99,1.74,0.32,1.19,1.1,0.64,3.62,5.4,11.22,7.42,2.2,6.73,1.1,3.11,10.16,3.07,1.19,1.42,3.34,0.14,8.01,0.23,0,1.01,5.54,3.8,1.74,0.23,0.55,0.41,11.03,2.34,1.33,1.33,1.92,1.42,0.55,1.6,1.79,2.06,0.78,0.82,0.23,1.97,1.01,0.41,0.32,0.32,9.48,1.1,3.94,4.44,1.19,1.65,1.28,0.14,0.41,0.55,0.18,0.09,0.18,0.23,10.39,2.7,5.82,0.23,0.69,0.82,1.6,0.6,2.84,0.82,10.99,38.28
1804,1.222222222,2.5,3.444444444,7,4.5,2,6,4.5,27.6,0,0,0,1,7,44,180,49,5.414285714,490,2653,70,0,1.662757832,1.612783857,3.423900919,2654,275,0,3,9.76,22.69,70.74,43.18,12.73,8.86,3.75,0.69,2.89,1.07,0.46,3.87,5.31,13.82,8.65,2.62,9.08,1.05,3.4,9.89,3.73,1.96,2.02,1.87,0.18,9.43,0.34,0.21,0.73,6.8,4.52,2.25,0.36,0.9,0.39,11.39,1.72,1.31,1.58,1.89,1.18,0.5,2.21,2,2.73,1.23,0.7,0.55,2.25,0.54,0.51,0.65,0.65,10.55,1.25,4.6,4.82,1.66,1.48,1.66,0.3,0.76,0.53,0.19,0.38,0.1,0.25,10.65,4.31,2.08,0.32,1.38,1.17,1.07,1.91,4.01,0.36,11.46,39.11
1805,1.444444444,2.2,1.888888889,6.5,4,4,3.5,5,12.83,0,0,0,0,0,2,0,3,1.129032258,31,35,0,1,0.84509804,1.69019608,1.544068044,35,0,0,0,74.88,15.36,82.47,49.25,14.52,11.52,7.35,0.33,3.67,0,0.17,3.01,7.85,14.02,7.85,1.34,9.68,1.17,4.01,10.52,4.67,1.5,2.67,1.67,0.33,9.52,0.17,0.33,0.83,8.35,5.84,2.34,0,0.67,1.17,12.85,1.5,1.34,1.67,2.5,1.5,0.67,2.5,2.34,1.84,0.67,0.83,0.17,5.01,1.67,1.17,1.17,1,14.86,1.34,5.18,8.35,1.34,2,2.34,1.5,0.83,1,0.17,0.17,0,0,13.19,3.01,1.17,0,3.34,12.35,0.33,0.67,4.17,0,4.84,43.07
1806,3.555555556,3.4,3.666666667,6.5,4,6.5,5,3.5,23.81,0,0,0,0,3,19,45,32,5.160583942,137,707,11,1,2.322219295,2.334453751,2.843232778,697,3,0,0,74.42,15.26,69.03,38.47,12.4,8.44,5.24,0.47,1.84,0.62,0.27,3.96,4.08,12.38,7.29,2.17,7.76,1.36,3.29,8.56,3.29,1.75,1.56,2.97,2.36,6.95,0.66,0.05,0.88,9.62,5.83,3.77,0.42,2.36,0.44,11.23,1.49,0.95,1.6,2.05,1.13,0.47,2.7,1.83,1.9,0.54,0.35,0.77,4.26,1.84,0.65,1.56,0.95,10.52,1.33,4.7,4.86,1.31,1.24,1.45,0.41,0.5,0.36,0.36,3.02,0.24,0.66,4,1.51,2.64,0.56,1.06,0.71,0.15,0.29,1.77,0.09,17.51,30.38
1807,1.333333333,2,3,7,5,3,4,2.5,13.6,0,0,0,0,1,5,17,24,3.485436893,103,359,4,1,2.374748346,2.376576957,2.557507202,361,2,0,0,11.03,20.25,70.02,39.9,10.49,5.66,2.73,0.87,1.67,0.14,0.25,4.83,5.34,11.84,7.03,1.76,8.61,0.53,3.16,10.63,3.23,1.19,1.95,1.76,0,6.25,0.32,0.07,0.6,6.96,5.73,1.21,0.14,0.5,0.14,10.93,1.76,1.51,1.37,1.51,0.78,0.46,2.98,1.47,2.04,0.5,0.39,0.85,2.15,0.55,0.44,0.41,0.76,13.12,1.6,4.63,6.62,2.43,2.02,1.53,0.71,0.89,1.05,0.16,0.69,0.21,0.14,11.8,1.97,4.72,0.14,0.98,1.17,0.82,0.82,2.38,0.16,12.85,37.95
1808,2.222222222,3.8,2,5,4,1,3.5,4.5,16.33,0,0,0,2,8,34,53,46,9,98,882,52,0,1.612783857,1.886490725,2.947433722,886,0,0,0,9.89,21.48,77.89,49.7,13.69,8.53,5.58,0.33,1.68,0.44,0.5,5.16,5.84,13.97,9.32,2.93,8.58,1.2,5.04,10.01,5.5,2.44,2.07,1.56,0.1,6.58,0.07,0.06,0.64,6.13,3.48,2.6,0.42,0.85,0.51,15.65,2.35,1.61,2.15,3.29,1.38,0.38,2.77,3.62,2.97,1.27,0.8,0.65,2.18,0.89,0.53,0.14,0.67,11.28,1.46,4.46,5.76,1.79,1.29,1.98,0.33,0.43,0.23,0.3,0.91,0.2,0.55,11.38,3.23,1.47,0.12,1.61,0.68,0.75,2.12,3.66,0.55,7.41,33.61
1809,1.222222222,2.3,2.666666667,7,6,3,3.5,1.5,10.79,0,0,0,0,0,2,6,9,1.910828025,157,300,120,1,2.068185862,2.247973266,2.480006943,302,8,0,2,18.17,19.38,60.29,35.22,7.47,5.06,3.38,0.56,0.67,0.28,0.19,2.41,4.19,9.25,6.45,1.53,6.57,0.6,4.19,10.38,2.59,1.32,2.24,2.66,0.05,4.76,0.23,0.19,0.72,4.63,3.52,1.11,0.16,0.23,0.35,9.97,1.46,0.86,0.88,1.71,1.13,0.32,2.29,1.78,2.2,1.11,0.35,0.56,1.67,0.42,0.42,0.25,0.58,15.47,1.32,7.56,6.41,1.25,1.46,1.69,0.62,0.56,0.37,0.02,0.3,0.14,0.14,12.65,2.91,5.78,0.02,0.83,2.27,0.88,0.25,4.3,2.45,15.75,50.56
1810,1.777777778,2.1,3,5.5,5.5,4,6.5,3,21.2,0,0,0,0,0,2,6,10,2.07860262,229,476,0,1,1.591064607,1.602059991,2.672097858,470,5,0,0,19.04,18.94,62.53,38.26,8.43,4.5,2.25,0.34,1.23,0.38,0.3,3.93,5.89,9.36,5.8,1.71,6.55,0.55,3.48,9.89,3.08,1.34,2.1,2.87,0.26,5.42,0.16,0.03,0.71,5.88,4.13,1.75,0.26,0.72,0.27,10.25,1.36,1.09,0.91,1.66,1.09,0.34,2.55,1.69,1.81,0.65,0.46,0.5,1.27,0.44,0.37,0.34,0.33,12.06,1.21,5.7,5.21,1.71,1.75,1.45,0.19,0.71,0.15,0.18,0.59,0.25,0.3,9.66,2.81,5.54,0.07,0.53,1.02,0.7,0.82,1.84,0.3,15.27,38.82
1811,2.666666667,3.9,3,6,5,5,6,3.5,20.99,0,0,0,0,0,2,8,8,2.086486486,370,772,85,1,1.812913357,1.959041392,2.889301703,775,0,0,1,17.01,22.19,55.16,32.48,7.69,5.09,2.69,0.18,1.6,0.24,0.38,2.61,4.88,8.1,4.49,1.88,5.05,0.61,2.76,9.66,2.29,0.94,1.38,2.46,0.1,5.2,0.08,0.17,0.33,4.3,2.88,1.4,0.12,0.42,0.4,8.7,1.19,1.19,0.84,1.45,0.74,0.42,1.83,1.33,2.02,1.2,0.27,0.47,1.34,0.34,0.26,0.28,0.5,10.82,1.11,5.1,4.42,1.73,1.34,1.95,0.33,0.83,0.19,0.16,0.13,0.1,0.06,11.75,1.09,7.22,0.12,1.06,1.5,1.34,0.89,1.94,0.28,22.32,50.48
1812,1.888888889,2.3,1.888888889,5,5,3.5,4.5,4.5,,,,,,,,,,,,,0,0,0,0.477121255,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,1.555555556,2,2.888888889,5.5,6,3,6,4,10,0,0,0,0,0,2,0,3,1.179104478,67,79,66,0,0.954242509,1.740362689,1.897627091,79,1,0,0,18.08,20.28,65.27,36.14,8.55,4.35,2.06,0.37,1.47,0.07,0.37,4.2,5.75,9.29,5.46,1.18,7.23,0.29,2.21,10.18,3.47,1.11,1.84,1.99,0.44,7.52,0.37,0,0.88,7.89,5.6,2.29,0.22,0.59,0.74,10.69,1.62,0.88,0.88,1.47,1.18,0.74,2.95,1.77,2.58,0.96,0.52,0.44,4.2,1.11,0.81,1.33,1.33,10.18,1.4,3.91,4.57,2.29,2.14,1.11,0.66,0.81,0.37,0.07,0.66,0,0,8.92,2.14,7.45,0.07,0.74,4.65,1.18,0.59,2.14,0,13.64,41.59
1814,1.888888889,3.5,2.111111111,5.5,5,1,2.5,4,,0,0,0,0,0,9,74,18,3.263157895,475,1550,0,1,1.633468456,2.225309282,3.191451014,1554,5,0,2,18.84,20.07,68.16,40.39,9.02,5.61,2.78,0.46,1.69,0.31,0.37,3.41,5.7,10.6,6.69,1.77,7.09,0.77,3.93,11.18,3.25,1.36,2.02,2.49,0.33,5.75,0.14,0.23,0.52,6.88,4.67,2.11,0.33,0.77,0.5,11.25,1.54,1.13,1.45,2.2,1.08,0.44,2.61,2,2.06,0.88,0.47,0.57,1.67,0.53,0.41,0.26,0.54,13.04,1.68,5.62,5.9,2.03,2.03,1.5,0.36,1.04,0.24,0.21,0.49,0.22,0.23,9.29,1.94,5.71,0.23,1.24,1.5,0.95,0.76,2.83,0.41,14.18,39.91
1815,2.111111111,2.8,2.333333333,3.5,5.5,5,4,6,51.74,0,0,0,0,0,19,183,19,4.647619048,525,2440,90,1,1.86332286,1.949390007,3.388278863,2445,1,0,1,15.04,15.61,78.98,47.98,14.08,9.66,5.71,0.41,2.17,0.69,0.69,4.41,5.99,14.71,9.25,2.54,10.08,1.05,4.76,10.65,2.54,2.11,1.88,1.29,0.64,8.58,0.35,0.14,1.4,6.64,3.8,2.79,0.34,1.24,0.51,12.24,2.19,1.33,1.74,1.92,1.3,0.54,1.63,2.65,3.06,1.21,0.74,0.78,3.09,1.22,0.42,0.44,1.19,13.35,1.8,5.78,5.88,1.38,1.61,1.73,0.4,0.58,0.33,0.11,0.89,0.13,0.46,6.97,1.33,1.89,0.04,2.36,7.41,0.35,0.71,2.25,0.25,5.85,30.27
1816,2.333333333,3.9,2.111111111,5,2.5,1,6.5,5.5,,,,,,,,,,,,,8,0,1.380211242,2.113943352,3.043755127,1106,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,1.888888889,2,2.777777778,7,7,5.5,6,1,10.62,0,0,0,0,0,2,1,7,1.515151515,33,50,94,0,1.079181246,1.707570176,1.707570176,51,5,0,0,16.53,20.17,73.78,42.69,12.44,9.41,3.03,1.18,4.71,0.34,0.17,3.03,5.71,12.44,7.56,1.85,9.41,0.34,3.87,8.57,2.52,1.85,2.69,3.7,0.17,10.08,0.17,0.5,0.34,9.92,8.74,1.18,0.34,0.17,0.67,9.92,2.35,0.67,1.18,2.02,0.67,0.17,1.85,1.85,3.53,1.18,0.5,1.68,1.18,0.34,0.17,0,0.67,13.11,3.53,5.71,3.7,1.01,0.84,1.34,0.34,0,0.34,0,0.5,0.5,0.34,5.04,3.53,1.01,0,3.7,2.35,0.67,0,3.7,0.17,12.77,33.11
1818,2.555555556,2.2,2.888888889,6.5,6,4.5,6.5,3,12.55,,,,,,,,,,,,47,0,1.176091259,1.939519253,2.63447727,431,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,1.111111111,3,2.222222222,5,6,5.5,5,2.5,24.88,,,,,,,,,,,,40,1,1.716003344,1.826074803,3.932270776,8556,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,2.555555556,3.2,3.555555556,5.5,4,5.5,5,2,13.38,0,0,0,0,0,3,11,11,2.071729958,237,491,82,1,1.806179974,2.46686762,2.69019608,490,12,0,1,30.24,19.22,69.49,39.96,9.02,5.57,3.2,0.5,1.37,0.28,0.21,3.45,5.27,10.36,6.41,1.95,7.34,0.55,4.47,10.5,3.37,1.05,1.95,2.48,0.19,5.24,0.31,0.06,0.34,5.67,4.3,1.37,0.21,0.41,0.24,9.77,1.11,1.05,0.83,1.45,0.87,0.56,3.01,1.39,2.42,1.23,0.32,0.74,1.43,0.34,0.43,0.19,0.47,15.41,1.83,5.34,7.63,2.41,1.43,2.44,0.44,0.72,0.62,0.15,1.08,0.65,0.07,7.82,3.29,4.06,0.15,0.53,3.53,1.64,0.28,1.83,0.59,15.22,39.68
1821,1.888888889,3,2,4.5,2.5,1,4,5,19.83,0,0,0,0,0,2,9,10,2.192090395,177,388,52,0,1.462397998,1.612783857,2.584331224,384,1,0,0,37.39,20.46,33.69,20.88,7.41,5.87,4.93,0.23,0.52,0,0.19,1.55,3.28,6.95,4.79,1.45,5.07,0.14,1.55,4.83,1.55,0.28,0.38,3.75,0.23,2.82,0.14,0.14,0.56,3.66,2.86,0.8,0.19,0.38,0.09,4.27,0.75,0.47,0.38,0.38,0.38,0.33,1.36,0.52,0.61,0.33,0.09,0.19,1.55,0.09,0.66,0.42,0.38,5.77,0.7,3.71,1.36,1.08,0.23,1.74,0.09,0.56,0.14,0.09,0.61,0.05,0,20.51,9.06,15.06,0.47,2.16,5.96,4.46,3.57,3.28,3.1,48.47,119.94
1822,1.222222222,2.3,2.444444444,4.5,1.5,4,4.5,5,10.64,0,0,0,0,0,2,1,10,1.633333333,90,147,0,0,1.322219295,1.72427587,2.167317335,147,0,0,1,17.5,20.48,76.69,48.64,16.31,11.53,5.66,0.72,4.58,0.26,0.31,4.79,4.37,14.57,8.96,2.73,9.62,1.18,5.51,9.47,3.96,1.34,1.85,1.85,0.21,9.73,0.41,0.15,0.46,8.03,6.33,1.7,0.21,0.51,0.51,11.73,1.65,0.67,1.8,1.75,1.34,0.51,3.29,2.06,2.21,1.03,0.57,0.62,1.6,0.57,0.15,0.67,0.26,13.12,3.24,4.94,4.89,1.08,1.44,1.6,0.31,0.57,0.1,0.1,1.29,0.21,0.15,6.69,4.94,3.14,0,1.9,3.14,0.98,0.93,2.62,0.21,10.29,36.23
1823,1.666666667,2.9,2.777777778,5,6,3,4.5,6.5,37.73,0,0,0,0,0,5,17,14,2.373134328,268,636,156,0,1.838849091,2.437750563,2.797959644,628,1,0,0,20.04,20.59,69.59,41.84,9.74,6.04,3.57,0.4,1.21,0.41,0.46,3.69,5.48,11.88,7.51,2.05,8.04,0.84,4.24,10.67,3.62,1.43,2.05,2.35,0.28,5.86,0.2,0.08,0.86,5.94,3.59,2.33,0.4,0.9,0.41,12.06,1.55,1.37,1.47,1.66,1.16,0.61,2.93,1.85,2.13,1.23,0.48,0.36,1.41,0.51,0.39,0.32,0.27,12.95,1.49,5.6,5.8,2.25,1.64,2.23,0.59,0.63,0.35,0.21,0.42,0.13,0.29,11.94,1.91,4.06,0.05,1.04,1.24,0.81,1.27,2.56,0.32,11.22,36.75
